Letter,Date,Year,Sender,Receiver,Transcription
DCP-LETT-6046.xml,1868-03-24 ,1868,"Darwin, C. R.","Rimpau, A. D. W.","I hope you will clearly understand that it is by no means necessary to reply to my letters, but on the contrary I have endeavoured, knowing how valuable your time is, so to word them that no answer is needed.— I have by no means arrived at many facts regarding Wallaces theory, accounting for the bright colors of caterpillars by supposing that birds are warned that such species are of bad flavor, still all last Summer I made continual experiments.— Up to the present time the birds experimented on have refused all conspicuous larvæ & have eaten greedily “all species of nocturnal or retiring habits & whose colors assimilated them to their food plants.— Vanessa Io & V Urticæ both species whose caterpillars are most conspicuous on Nettles were decidedly refused, not even regarded although crawling for hours about the aviary.— Their metallic pupæ were likewise allowed to remain day after day unheeded by the birds.— The larvæ of the Garden Tiger, Arctia Caja Small Eggar, Eriogaster lanestris Gold Tail, Porthesia auriflua, Vapourer, Orgyia antiqua Ermine, Spilosoma menthastri were all refused by the birds although left in the Aviary for days.— In order to ascertain whether these caterpillars were rejected on account of flavor I took a large number of young Menthastri (say 100) and placed in the Aviary, their character was then undeveloped & the larvæ were but 1 4 inch long, most of the birds paid no attention to them, although they were crawling about on a leaf, but two or three birds seeing them move came up to the leaf and tasted one or two, but at once turned away leaving the remainder unmolested.— The actions of the birds shewed plainly, by shaking the head and cleaning the beak that an unsavoury morsel had been taken into the mouth. The ♀ of Orgyia antiqua in the imago state never leaves the cocoon but as it deposits its eggs, it is often nearly an inch in length with the abdomen very much distended with ova, it is conspicuous on palings & seems a nice fat mouthful for an insectivorous bird, but by the birds in my aviary it was universally refused.— It is to be noted that my birds were very tame & were constantly on the lookout for insects to be thrown to them, they would take without hesitation Woodlice, Centipedes, Millipedes Geodephagous Beetles, Cockroaches (Blattæ), Weevils (Curculionidæ & with avidity Spiders.— The latter much surprizes me, but they like nothing better, but in nature the spiders seem protected, perhaps by their webs?— Yours very truly | J Jenner Weir C Darwin Esq r ."
DCP-LETT-6057.xml,1868-03-26 ,1868,"Darwin, C. R.","Belt, Thomas","Ich erinnere mich noch lebhaft und mit dankbarem Gefühle der freundlichen Rathschläge, die Sie mir vor der Abreise der Novara bei meinem Aufenthalte in London in Febr. 57 gegeben haben, und erlaube mir nun, Sie zu bitten, die Resultate der geologischen Untersuchungen, welche ich während dieser Reise ausgeführt habe, von mir als ein Zeichen der unbegrenzten Verehrung, die ich für Sie hege freundlichst anzunehmen. Ich habe zu dem Ende der Buchhandlung Gerold & Cie in Wien ein Exemplar des von mir bearbeiteten geologischen Theiles des Novarawerkes (3 Volumes) übergeben, um dasselbe Ihnen in meinem Namen zuzusenden, und hoffe dass die Bücher seiner Zeit richtig bei Ihnen anlangen werden. Mit ausgezeichneter Hochachtung | Ihr ergebenster | D r . F. v. Hochstetter | Professor am polytechnischen Institute zu Wien Charles Darwin Esq. | Down | England"
DCP-LETT-6062.xml,1868-03-28 ,1868,"Darwin, C. R.","Hooker, J. D.","I was baddish yesterday & Emma thinks I had better defer coming to Kew till Monday, for I am engaged to Lyells on Sunday morning. We go home on Wednesday so Monday or Tuesday is my last chance Yours affect | C. Darwin"
DCP-LETT-6071.xml,1868-03-30 ,1868,"Darwin, C. R.","Bowman, William","I called at your house about 3 weeks since & heard that you were away for the whole month, which I much regretted as I wished to have had the pleasure of seeing you, of asking you a question, & of thanking you for your kindness to my son George.— You did not quite understand the last note which I wrote to you, viz about Bell’s precise statement that the conjunctiva of an infant, or young child becomes gorged with blood, when the eyes are forcibly opened, during a screaming fit. I have carefully kept your previous note, in which you spoke doubtfully about Bell’s statement. I intended in my former note only to express a wish that if during your professional work, you were led to open the eyelids of a screaming child, you would specially observe this point about the eye showing signs of becoming gorged with blood, which interests me extremely .— Could you ask anyone to observe this for me in an eye-dispensary or Hospital? But I now have to beg you kindly to consider one other question, at any time when you may have half an hours leisure.— When a man coughs violently from choking, or retches violently, even when he yawns, & when he laughs violently, tears come into the eyes. Now in all these cases I observe that the orbicularis muscle is more or less spasmodically contracted, as also in the crying of a child. So again when the muscles of the abdomen contract violently in a propelling manner, & the breath is, I think, always then held, as during the evacuation of a very costive man, & as (I hear) with a woman during severe labour-pain the orbicularis contracts & tears come into the eyes. Sir J. E. Tennant states that tears roll down the cheeks of elephants when screaming & trumpeting at first being captured: accordingly I went to Zoolog. Gardens, & the keeper made 2 Elephants trumpet, & when they did this violently the orbicularis was invariably plainly contracted. Hence I am led to conclude that there must be some relation between the contraction of this muscle & the secretion of tears.— Can you tell me what this relation is? Does the orbicularis press against, & so directly stimulate the lachrymal glands? As a slight blow on the eye causes by reflex action a copious effusion of tears, can the slight spasdomic contraction of the orbicularis act like a blow; this seems hardly possible.— Does the same nerve which runs to the orbicularis send off fibrils to the lachrymal glands; & if so, when the order goes for the muscle to contract is nervous force sent sympathetically at the same time to the glands? I sh d be extremely much obliged if you 〈would〉 have the 〈great〉 kindness to give me your opinion on this point.— Pray believe me | My dear M r Bowman | Yours very sincerely | Ch. Darwin"
DCP-LETT-6096.xml,1868-04-06 ,1868,"Darwin, C. R.","FitzRoy, Robert",I beg to send you the report of the Salmon Fisheries with compts of self & Walpole I should very much like to have your opinion on my “Close season” Chapter. Hoping you are better | Yours ever | Frank Buckland
DCP-LETT-6114.xml,1868-04-13 ,1868,"Darwin, C. R.","Murray, John (b)","Please to send by post a copy of my new book to Professor G. Boccardo Genoa Italy. Please to paste inside the paper sent— Be so good as to mark outside your name & address in case the postage stamps sh d be insufficient. Dear Sir yours faithfully | Ch. Darwin Facts and Arguments For Darwin by Fritz Müller with numerous illustrations, and additions by the author.— Translated from the German, by W. S. Dallas.{Cend} *S2 M r Dallas & self have fixed on a title for the opusculus, which you can announce, when you think fit, but please remember that it will not go to press for 3 months; & secondly that I do not want to go to great expence in advertising.— The title was suggested by Sir C. Lyell.—"
DCP-LETT-6130.xml,1868-04-20 ,1868,"Darwin, C. R.","Farrer, T. H.","My Brother has sent off several circular letters on your account & proposes to write in a few days to you.— In reply to your last, I cannot say that a case of a bird singing itself to death has ever fallen under my notice, but it is very common for a bird in full song to die suddenly without ruffling a feather, this has often occurred in my aviary.— My son is now at Dresden in order to learn German perfectly, and thus be better able to keep up his knowledge to an European standard.— I cannot therefore examine his knee, but can assure you that the resemblance between his scar & mine is perfect.— It was long ago that the injury occurred to me but my impression is that, as usual with my flesh, the wound although deep very quickly healed.— I certainly have all my life derided the idea of “Mothers marks”, still if the conclusion in my own mind was not foregone, the facts would have convinced me there must be “something in them”.— I do differ from Wallace on the point of young birds learning to build from having themselves been reared in nests, but consider with him that the materials used are those most abundant in the haunts of the birds or are most easily obtainable.— The reed warbler is tolerably common in some localities near Lewes, this bird generally makes its nest from the panicles of the reeds, but on one occasion a large number of sheep were folded close to the reed swamp, & the birds constructed nests almost entirely of wool .— I have seen Black birds in my own garden use large pieces of white paper in their nests.— I was much struck with your remarks about the Ducks with the white crescentic mark on the breast, you are probably unaware that in Sussex Ducks so marked are very common, I have stood by a ponds side & been amazed to observe every duck in some instances so marked, you will observe in several wild species there is a tendency to two colors on the breast, perhaps the uniformity of coloring adverted to may arise from atavism, my Brother who had some so marked thought it was an extension of the white ring of the Mallard. The marks I have observed were lower down than the Mallards ring, occupying the position of the red mark of the Sheldrake. Yours very sincerely | J Jenner Weir"
DCP-LETT-6142.xml,1868-04-23 ,1868,"Darwin, C. R.","Henslow, J. S.","Permetta che io Le scriva questa volta nella mia propria lingua, nella quale potrō, più chiaramente che nel bellisimo idioma di V. S., esprimerte alcuni pensieri che vorrei in modo particulare raccomandare alla sua attenzione. La ringrazio prima di tutto della gentilissima sua lettera dei 13. corrente. Io conserverō quell’ autografo tra i documenti a me piu cari e preziori. Le sono pure gratissimo del dono dell’ ultima e magnifica sua opera “Plants and Animals under Domestication”, che io mi avevo [illeg] provveduta a Londra il giorno stesso ch’era stata publicata. Profittando ora della squisita bontà che Ella si degna dimostrarmi, mi facio ardito a [ pregarsa ] di due segualati favori, i quali spero la cortesia sua vorrā accordarmi. Io mandai in dono il mio libra “Fisica del Globo” all’illustre Sig. Baronetto Carlo Lyell, al Presidente della Royal Society, al Presidente della Royal Geographical Society, al Presidente della Anthropological Society. Non avendo io ricevuto da alcuno di quei Signori cenno alcuno di risposta, temo che i volumi non [ sieno ] loro pervenuti. Io La pregherei adunque, quando cio’non dovesse costarse Soverchio incomodo, di volere avvertire i Signori summentovati, cui quali ha certamente personale rapporti, che io ho spedito loro la mia opera, la quale se non è ginuta nelle loro mani, dene sicuramente trovarsi agli uffici postali, one li prego quindi di volerne fare ricerca. La secunda preghiera che ho io in animo di fartē, mi sta ancora più a cuore della precedente. Nel mia volume io ho procurato con tutta diligenza di fare tesoro dei grandi lavori scientifici Inglesi; ed Ella stessa si è [ compiarinta ] di farmene un gentile elogio nella suo lettera. Ora io [ bramerei ] che la dotta Inghilterra [ sapesse ] che in Italia si sa appregrare degnomente il merita dei meravigliosi ingegni di quella fortunata Nazione. Potrebbe Ella adunque procurare che qualite Giornale Scientifico e qualite Accademia facessero conoscere al pubblico Inglese il mio lavoro? Patrebbe questo per servio il titolo maggiore della mia riconoscenza verso la S. V., alla quale debbo giā tanto [illeg] ad uno de’ maestri piu venerati. La diffusione delle dottrine Darwiniane in Italia incontra ostacoli d’uno natura affatto particolare, e che sarebbe molto difficile il comprendere da chi vive e lavora in un paese da secoli avvezro alla libertà del pensiero. Io lo perō cosi profondo [ sede ] nella causa della Veritā, che punto non dubito che molti anni non [ trasconseranno ] che anche nella mia patria essa doura attenere pieno e sicuro triumfo. Perdoni, Illustre Signore, se ho preso tanta sicurtā di V. S., da farse le [illeg] mie due preghiere, e se osso ancora sperare che Ella vorrā onorarmi di una sua ripposta intorno alle [illeg] . Viva sano, e mi creda | Suo Devotiss o . Servie | Gerolamo Boccardo P.S. La prego di accettare il tenne omaggio d’un mio recentissimo Discorso Accademico, chi Ella ricevera per posta un la presente."
DCP-LETT-6146.xml,1868-04-30 ,1868,"Darwin, C. R.","Hooker, J. D.","Your letter, like so many previous ones, has interested me much.— D r . Allbutt’s view occurred to me some time ago & I have written a short discussion on it. It is, I think, a remarkable law, to which I have found no exception. The foundation lies in the fact, that in many cases the eggs or seeds require nourishment & protection by the mother-form for some time after impregnation. Hence the spermatozoa & antherozoids travel in the lower aquatic animals & plants to the female, & pollen is borne to the female organ. As organisms rise in the scale it seems natural that the male sh d carry the spermatozoa to the female in his own body. As the male is the searcher he has received & gained more eager passions than the female; &, very differently from you, I look at this as one great difficulty in believing. that the males select the more attractive females; as far as I can discover they are always ready to seize on any female & sometimes on many females.— Nothing would please me more than to find evidence of males selecting the more attractive females: I have for months being trying to persuade myself of this. There is the case of man in favour of this belief, & I know in hybrid unions of males preferring particular females, but alas not guided by colour.— Perhaps I may get more evidence, as I wade through my 20 years mass of notes. I am not shaken about the female protected butterflies; I will grant (only for argument) that the life of the male is of very little value,— I will grant that the males do not vary, yet why has not the protective beauty of the female been transferred by inheritance to the male? The beauty would be a gain to the male, as far as we can see, as a protection; & I cannot believe that it w d be repulsive to the female as she became beautiful.— But we shall never convince each other. I sometimes marvel how truth progresses, so difficult is it for one man to convince another, unless his mind is vacant. Nevertheless I myself to a certain extent contradict my own remark; for I believe far more in the importance of protection, than I did before reading your articles.— I do not think you lay nearly stress enough in your articles on what you admit in your letter, viz “there seems to be some production of vividness of colour in the male independent of protection”. This I am making a chief point; & have come to your conclusion so far that I believe that intense colouring in the female sex is often checked by being dangerous.— That is an excellent remark of yours about no known case of male alone assuming protective colours; but in the cases in which protection has been gained by dull colours, I presume that sexual selection would interfere with the male losing his beauty. If the male alone had acquired beauty as a protection, it would be most readily overlooked, as males are so often more beautiful than their females. Moreover I grant that the life of the male is somewhat less precious & thus there w d . be less rigorous selection with the male, so he w d . be less likely to be made beautiful through natural selection for protection.* But it seems to me a good argument, & very good if it could be thoroughily established. Yours most sincerely | C. Darwin * This does not apply to sexual selection, for the greater the excess of males & the less precious their lives, so much the better for sexual selection. I do not know whether you will care to read this scrawl PS I heard yesterday that my Photograph has been sent to your London address—Westbourne Grove"
DCP-LETT-6153.xml,1868-05-01 ,1868,"Darwin, C. R.","Innes, J. B.","I will confine myself to answering a few of your objections while the subject is on my mind. Your explanation of the male seeking female is good, & your argument from it good too, as far as it goes. Has the free pairing of Pigeons been carefully watched? I hardly see your difficulty or your objection to the case of the ♀ protected butterflies. You argued before (& have proved) that, “ characters appearing in one sex are sometimes transmitted to that sex exclusively ”. The cases of these ♀ protected butterflies (by mimicry) are so few that we may well suppose the proper variations to have occurred sufficiently in that sex only. But there is also this important fact to be considered, that in most (perhaps all) these cases the ♀ has different habits, & the same variation would not be useful to the male, because he does not frequent the stations where the mimicked species abounds. He also has a strength of flight which does not accord with the slow weak flight of the Heliconidæ , while that of the ♀ does. In cases where this difference of habit & action does not exist both sexes are equally protected , as in the leaf butterfly ( Kallima inachis ) which is protected in repose. Can you understand how it is that the female African Elephant has tusks the Indian not ? Are they useful to the one female, useless to the other? Why have some female ruminants horns others not? We cannot explain every individual case, because we cannot know all the existing and past conditions of any case, but we must decide on the mass of cases explained by & the difficulties in the way of, each view. There is a very important fact with regard to the male intensity of colour that puts it in quite a different class from sexually selected or protective colouring, & that is, that the more deeply coloured male is almost always smaller , so that it is really the same amount of colour concentrated on a smaller surface. This is the case in almost all butterflies & moths , and beetles ,—also in Hawks. Where the female is equal or smaller in size the colour (if the same) is generally equally intense. I speak now from memory only, but I think you will find this a pretty correct statement of the facts. I do not maintain that this explains all the difference of depth & intensity of colour. Part may be due to greater vigour of male or be correlated with his sexual organs. I do not understand what is your explanation of the female mimicking Pieris. Do you consider it inexplicable? My theory of colour in nature is somewhat as follows: 1: Colour is ever varying, and is generally transmitted to both sexes. 2. It protects, by simple concealment. "" by mimicry. "" by making conspicuous. 4. It is useful also sexually, to the male by attracting the female;— perhaps to the female by attracting the male. 5. It is therefore selected & accumulated. 6. Owing to the special structure functions & habits of the female sex, this often requires more protection than the male, and is also of more importance in the preservation of the offspring. Protection by colour is therefore often acquired by this sex alone. 7. This occurs either by subduing or checking the colour as acquired by the male, or by the accumulation of entirely distinct colours & markings. I really do not think we shall ultimately differ much on this point. Yours very faithfully | Alfred R. Wallace Many thanks for the Photo."
DCP-LETT-6168.xml,1868-05-09 ,1868,"Darwin, C. R.","Dareste, G. M. C.","I stumbled quite by accident yesterday on a reference to the habits of the Cuckoo by M. Prevost, of which I had made a note, I did not know that I possessed when I wrote to you a short time back in reply to your inquiries.— As it bears a little upon the remarks & suggestions I made in that letter, relating to that bird (if I recollect rightly what I said)—I thought you might like to have it.— Of course I give no opinion on the correctness or not of what the author states,—but you may judge for yourself in this matter;—and, on the other side, I have copied out the exact passage as it stands in my note book, with reference to the periodical in which his paper appeared.— I heard of your having been at Kew a short time back—through my sister-in-law, Miss Hawthorn, who was staying with the Hookers at the time, & much pleased with having been introduced to you.— I hope your visit there may be taken as a sign that you are in better health than formerly.— Believe me, My dear Darwin, | Your’s very Sincerely | L. Jenyns.— P.S. you need not trouble yourself to acknowledge this.— Note referred to above.— “According to observations made by M. Prevost, it would seem that the Cuckoo is polygamous; that the action of the male does not fecundate more than one or two ovules;—that each copulation is followed by laying;—and that it is the number of these successive copulations in one season, to which the bird is prompted by a natural instinct, which prevents the female from incubating and bringing up her own young.”— (See some remarks on the Habits of the Cuckoo, by M. Prevost, in L’Institut , 1834, p. 418.)"
DCP-LETT-6234.xml,1868-06-06 ,1868,"Darwin, C. R.","Baxter, W. W.","I am much interested by your enquiries, & shall have great pleasure in answering them to the best of my ability. But I am from home for three weeks to come on clerical duty, & have not an opportunity of referring to books or specimens, without which I cannot reply satisfactorily. I trust therefore it will not inconvenience you, if I do not reply until the end of the month, when I hope to return home— I am glad to have the opportunity of thanking you for your unexpected kindness in putting your name to my certificate for the Royal Society. I am | Dear Sir | Yours very faithfully | H. B. Tristram Charles Darwin Esq re ."
DCP-LETT-6265.xml,1868-07-03 ,1868,"Darwin, C. R.","Haeckel, E. P. A.","Many thanks for your kind letter of June 22. I am astonished at the amount of work which you are doing; but take care of yourself, & remember how easily the brain is injured & how long a time it takes to regain its strength, as I have known in several instances. Thank you much for the present of your two small works. I am particularly glad to receive that on Man, tho’ probably less important under a scientific point of view than the other; for I intend to publish in about a year’s time a short essay on the descent of Man, & this will include a long & full discussion on Sexual Selection. Hence I shall read with much interest your essay on Man, tho’ it will take me some time as I get on so slowly with German. Your great work on General Morphology is getting better known in England, & I often see it alluded to. It has lately been reviewed, but not altogether favorably, by M r Bentham in his Annual address to the Linnean Soc. I am very much obliged for your information about the Hare–rabbits. I cannot express sufficient astonishment at hearing that the hybrids are fertile inter se. If I did not know that you yourself had examined these animals I sh d not have thought the statement that they were hybrids was worth a moment’s consideration. I suppose they are strictly intermediate in character, & I suppose you have attended to such points as the period at which the newly born animals open their eyelids,—the tendency to make burrows,—the number of the mammæ,—the colour & flavour of the flesh when cooked &c. After the discredit which has been thrown upon the French statements I hope you will be very careful, for I must confess I cannot help being sceptical, & therefore I ought not to be honoured by my name being attached to these animals, which if they really are hybrids are by far the most wonderful ever produced. I do not in the least doubt the veracity of D r . Conrad, but I have known such cases, as a servant, either out of spite , or thinking to please his master, introduce for a short time a male to a female which would not breed. Might not this have occurred with D r Conrad? Did he witness the copulation? Forgive my extreme scepticism.— My health has been worse lately & if I can travel, I shall soon go to the sea for 5 or 6 weeks.— With most kind & cordial feelings towards you, | believe me, yours very sincerely | C. Darwin"
DCP-LETT-6293.xml,1868-07-28 ,1868,"Darwin, C. R.","Oliver, Daniel","I need not say that I have been much pleased by your note. The friendless value friends, & Pangenesis has but few, though deserving I feel sure some good friends. Hooker seems to think that the whole view is almost self-obvious, but I cannot agree to this, for it is now about 28 years since I began to try to tie together the various forms of generation, the repairs of injuries, inheritance &c. & succeeded only about two years ago. You will see that I am away from home: my health failed about a month ago, so that I c d do nothing, & I came here for absolute idleness. Nevertheless I sent this morning to my servant at Down in the hope that he w d be able to find the Fort. Rev. If he succeeds I shall enjoy slowly beginning to read all the articles again & will make any notes which may occur to me, but as I do not suppose I shall read for more than 1 2 an hour a day I shall be very slow. I fear moreover that we differ so fundamentally on one important point that my remarks will be of no use to you, & I do not think I shall have many on any other point to make— I am delighted to hear that you intend publishing the articles as a separate book;—whilst reading them I thought over & over again what a pity it was that they sh d be almost lost in a periodical. When I return home in about a month’s time I will not forget to send you a photograph, & I sh d be very much obliged if you w d send me yours, as it is always very satisfactory to have an image of one’s correspondent in one’s mind. Believe me | yours very faithfully | Charles Darwin"
DCP-LETT-6320.xml,1868-08-17 ,1868,"Darwin, C. R.","Sayce, A. H.","I have received your letter of June 17 th & am much obliged for it. I am glad that you have sent the additional discussion on the primordial form of insects & have this day forwarded it to M r Dallas, together with your remarks on the title. I feel sure however that Murray w d object to so unusual a word as Carcinology. I have not heard lately what progress M r Dallas has made. With respect to profits I fear it is a case of cooking the hare before it is caught, but I have no claim whatever to them. Very many thanks for the dried dimorphic flowers; they seem to offer a grand case, & whenever I come to this subject again I will see whether Hooker can name the genus. In a former letter you told me that you suspected that some water plant (name forgotten) was trimorphic; I sh d like some time to hear about this. Also hereafter about Escholzia. Your case of the Marantaceous plant seems extremely curious & I hope you will investigate it & write a little paper on the subject. Thanks also for the many & curious facts about the coloured & attached seeds; such cases seem quite common with you. I am astonished about the Wulffia; what a puzzle it is how a pappus c d have been converted into an attractive berry; that is if the calyx is the part which has been modified. My health has been very indifferent for the last 2 months & I have had to stop my work on sexual selection; & have observed nothing & done nothing of late. I am writing this by the sea side, but shall return home in a few days & then I must try if I can do any thing. With cordial thanks for your letter which like all the others has interested me much I remain my dear Sir | yours very sincerely | Charles Darwin If ever you form any opinion whether against or for Pangenesis, pray let me hear, as I value greatly your judgment.—"
DCP-LETT-6321.xml,1868-08-17 ,1868,"Darwin, C. R.","Bates, Frederick","It has occurred to me that you might write here, so I send a line to say that we return to Down on Thursday next.— We did all so thoroughily enjoy your visit here. M rs . Cameron has been jollier & kinder than ever, & she seemed so pleased when I told her that you had been pleased with her.— Your Photograph looks grand.— I have just heard that Prof. Victor Carus will be at Norwich.— He translated 2 d . edit of Origin & my last book.— When you speak & puff the foreign edit. of Origin, would it do to say that they were were translated by two distinguished naturalists, by Prof. Bronn & Victor Carus .— Ever yours | C. Darwin"
DCP-LETT-6323.xml,1868-08-19 ,1868,"Darwin, C. R.","Clarke, W. B. (b)","I thank you cordially for your very kind letter. I certainly thought that you had formed so low an opinion of my scientific work that it might have appeared indelicate in me to have asked for information from you, but it never occurred to me that my letter w d have been shewn to you. I have never for a moment doubted your kindness & generosity, & I hope you will not think it presumptuous in me to say that when we met many years ago at the Brit. Assoc. at Southampton I felt for you the warmest admiration. Your information on the Amazonian fishes has interested me extremely , & tells me exactly what I wanted to know. I was aware, through notes given me by D r Günther, that many fishes differed sexually in colour & other characters, but I was particularly anxious to learn how far this was the case with those fishes, in which the male, differently from what occurs with most birds, takes the largest share in the care of the ova & young. Your letter has not only interested me much, but has greatly gratified me in other respects, & I return you my sincere thanks for your kindness. Pray believe me my dear Sir | yours very faithfully | Charles Darwin"
DCP-LETT-6355.xml,1868-09-07 ,1868,"Darwin, C. R.","Hooker, J. D.","I include in the present my promised photograph; though very unworthy of the place that it may be called to occupy in your album, amongst the so many eminent men that it already contains consider it however such as it is, as the image of one of your most devoted and sincere admirers, who regards the honour of having made your acquaintance, and the kind reception with which you have favoured him, as the most important circumstances of his voyage to England in 1868. Pray dear sir, present my respectful compliments to M rs . Darwin, and reminding me to the kind memory of the members of your family of which I have made the acquaintance, believe me | your’s most respectfully and thankfully | J. J. Moulinié P.S. I shall leave London on Tuesday morning; will remain in Paris a few days to hasten the publication of the second volume of the translation, which cannot last long, for the printer is actually after the Index. I hope to be back to Geneva about the middle of the present month. JJM"
DCP-LETT-6387.xml,1868-09-23 ,1868,"Darwin, C. R.","Fox, W. D.","I have today received a letter from Prof r . Huxley in which he mentions that my letter to him with a photograph was forwarded to you and he at the same time sent me your reply By this post I have sent to your address the ear of wheat in question & have registered the letter The ear was lent to me by an intimate friend (the finder) who knew that I sought such objects and I feel certain that no tricks have been played with it except that a stupid farmer to whom he shewed it picked out a perfect oat kernel from the lower floret   indeed I do not think that if he tried he could accomplish it— The specimen has now been given to me and having sent it to you I shall be glad to leave it entirely in your hands to send it to D r Hooker, or to whomsoever you please to have the matter thoroughly investigated Having read some Botany for amusement it occurred to me that this specimen if a true one might have some bearing on the variation of species and I was therefore unwilling that it should be passed over I feel that in making any remark whatever on your letter that an unscientific person like myself is taking a liberty but if you will allow me to make one I will do so with the greatest respect If the ear is soaked in water to dissolve any substance used to fix in a spurious stalk (if any) might not this soaking swell the natural and genuine stalk and so separate it from the main stem from which it really has grown? If you will accept the specimen I shall be glad (if genuine) but I will ask you to be kind enough to inform me of the result of D r Hookers investigation Should it turn out that I have found a mare’s nest I should be very sorry that you should have had any trouble in the matter I am Sir | Y obed t Serv t | Chas W Nunn C Darwin Esq"
DCP-LETT-6409.xml,1868-10-04 ,1868,"Darwin, C. R.","Murray, John (b)","With respect to your first question, asking for more illustrations of the fact of one sex only differing in certain kindred races (or species) of birds, I cannot do better than refer you to the paper indicated in my last; for I remember that there are one or two cases mentioned there that I do not think that I have since mentioned: e.g. Tephrodornis and Thamnobia . Next, about cuckoos. It is the barred upper rather than the “under surfaces” which you must mean. Well, then, there is the hepaticus plumage of C. canorus , rare in this species and probably confined to the female sex; it being a repetition of the barred nestling dress. In C. striatus (apud Schlegel, vide “Ibis,” 1866, p. 359), this hepatic plumage is more common, and still more so in C. poliocephalus (which is figured in this dress erroneously as C. himalayanus in Gould’s “Century of Himalayan Birds”). In C. Sonneratii this nestling-like hepatic colouring is permanent , there being no ashy phase as in the others. Thirdly, the first plumage of the crossbills is striated , very like that of a redpole, or of a hen siskin,—and the same remark applies to the young goldfinch and greenfinch, which species are streakless when adult. Does not Yarrell figure the young of the crossbill in his ‘British Birds’? The turacos constitute the exclusively African family Musophagidæ , comprising Musophaga , Turacus , (see Corythaix ), Schizorhis , and (in my opinion, but as a distinct subfamily ,) Colius . Musophaga and Turacus are united by Schlegel, and these are the birds to which I especially referred as “turacos”. However long ago I ventured upon the remark that the sexes are alike in these three families ( Musophagidæ , Capitonidæ , and Rhamphastidæ , the two latter being very nearly allied), it still holds to the best of my information, unless there may be an exception or two in the S. American genus Capito , about which consult Sclater. In fact you had better ask him in the following words to prevent any confusion —“Do you know of any Musophagidæ , Rhamphastidæ , or Capitonidæ , (inclusive of Mægalæmidæ ), in which the sexes differ in plumage”? The name Bucco formerly included the Capitonidæ , but is now transferred to the very distinct S. American group formerly styled Tamatia with its kindred genera— Yours very truly, | E Blyth"
DCP-LETT-6441.xml,1868-10-29 ,1868,"Darwin, C. R.","Lyell, Charles","I am very sorry to have troubled you again to write to me, I should have sent you the averages sooner if possible, but I have only today finished making them out. On the other side I send a list of male and female lambs in each consecutive year up to 1866. In 1862 my father sold almost the whole of his flock. So the last few years he has bred very few pure Leicesters, though my brother is gradually working up a good flock. You will see that he did not breed such a very great quantity. On an average he let about 70 or 80 tups every year. Yours very sincerely | Sam Sanday. P.S. Could you just mention the schedule of our show in your columns the same as you kindly did for us last year. males females. 1851.— 87. —-111 1852.— 106. — 88. 1853.— 99. — 97 1854— 102. — 105 1855— 71. — 84 1856— 70 — 73 1857— 79. — 105 1858— 90. — 88 1859— 73 — 92 1860— 105 — 100 1861— 92. — 101 1862— 97 — 115 1863— 25 — 17 1864— 20 — 26 1865— 43 — 37 1866— 25 — 29."
DCP-LETT-6443.xml,1868-11-02 ,1868,"Darwin, C. R.","Thiselton-Dyer, W. T.",Do you think you could lend us your carriage for the polling day? There are now so many voters in Down & Farnboro & Cudham that it would be a great help if you could kindly do so. Believe me | Yours most sincerely | John Lubbock
DCP-LETT-6451.xml,1868-11-07 ,1868,"Darwin, C. R.","Price, John","The eventuality which I mentioned in my last letter to you has occurred,—M r . Jenkins has obtained his appointment at the Agricultural Society, & I must therefore make a push for his vacant post.— I shall be very much obliged if you will furnish me with a Testimonial as to my fitness for the office, & also by your using any influence that you may be able to exert in my favour with the Members of the Council,—of course I mean without taking any great trouble in the matter, for I know both the state of your health & your multifarious occupations too well to ask you to do anything that might prove troublesome— Still the weight which your name carries with it will cause even a very slight expression of opinion on your part to have much effect, & I hope that you will kind enough to throw that weight into my scale if you should have an opportunity of doing so.— I am about three parts through Fritz Müller, whose book, although easy to read is in many places unconscionably hard to translate.— I have never yet got through more than five pages of him in an evening, contrary to my usual experience in translating, which is that the amount got through at a sitting, rapidly increases after the first few pages— I hope to finish him next week, although I am going to lecture on Darwinism with especial reference to your last book on Wednesday evening which will rather bother me.— The election excitement is rather a nuisance too, although I keep out of it as much as I can.— Hoping to hear that you are well, | I remain | My dear Sir | Your’s always truly | W. S. Dallas C. Darwin Esq F.R.S. | &c &c &c"
